,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
3344,1418,one-to-one,dn_1534,ngm_1619,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3345,1418,one-to-one,dn_1534,ngm_1619,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3346,1418,one-to-one,dn_1534,ngm_1619,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
3347,1421,one-to-one,dn_1537,ngm_1622,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3348,1421,one-to-one,dn_1537,ngm_1622,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3349,1422,one-to-one,dn_1538,ngm_1623,Ippolita,Ippolita,PROPN,PROPN,vocative,vocative,explicit_full,
3350,1422,one-to-one,dn_1538,ngm_1623,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20167551891899657
3351,1422,one-to-one,dn_1538,ngm_1623,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.13799308103391494
3352,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.15964683393637338
3353,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
3354,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3355,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3356,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3357,1423,one-to-many,dn_1539,ngm_1624 ngm_1625,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3358,1424,one-to-one,dn_1540,ngm_1626,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3359,1424,one-to-one,dn_1540,ngm_1626,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3360,1425,one-to-one,dn_1541,ngm_1627,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3361,1425,one-to-one,dn_1541,ngm_1627,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3362,1425,one-to-one,dn_1541,ngm_1627,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3363,1426,one-to-one,dn_1542,ngm_1628,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3364,1426,one-to-one,dn_1542,ngm_1628,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3365,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
3366,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
3367,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3368,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
3369,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3370,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
3371,1427,many-to-one,dn_1543 dn_1544 dn_1545,ngm_1629,Ippolitas-husband,Ippolitas-husband,DET,NOUN,nmod,nmod,explicit_ref_case,
3372,1428,many-to-one,dn_1546 dn_1547,ngm_1630,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
3373,1428,many-to-one,dn_1546 dn_1547,ngm_1630,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3374,1428,many-to-one,dn_1546 dn_1547,ngm_1630,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3375,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,Giorgio,Giorgio,NOUN,NOUN,nmod,nmod,explicit_full,
3376,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3377,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3378,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.30442580829064053
3379,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3380,1429,one-to-many,dn_1548,ngm_1631 ngm_1632,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3381,1430,one-to-one,dn_1549,ngm_1633,Giorgio,MISSING,PROPN,MISSING,vocative,MISSING,leftover_source,
3382,1430,one-to-one,dn_1549,ngm_1633,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3383,1430,one-to-one,dn_1549,ngm_1633,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3384,1430,one-to-one,dn_1549,ngm_1633,MISSING,Ippolita,MISSING,PROPN,MISSING,vocative,leftover_target,
3385,1431,one-to-one,dn_1550,ngm_1634,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3386,1431,one-to-one,dn_1550,ngm_1634,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3387,1432,one-to-many,dn_1551,ngm_1635 ngm_1636,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3388,1432,one-to-many,dn_1551,ngm_1635 ngm_1636,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.21386205601410085
3389,1432,one-to-many,dn_1551,ngm_1635 ngm_1636,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3390,1432,one-to-many,dn_1551,ngm_1635 ngm_1636,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3391,1433,one-to-one,dn_1552,ngm_1637,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
3392,1434,one-to-one,dn_1553,ngm_1638,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
3393,1435,one-to-one,dn_1554,ngm_1639,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
3394,1436,one-to-one,dn_1555,ngm_1640,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
3395,1437,one-to-one,dn_1556,ngm_1641,Giorgio Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3396,1438,one-to-one,dn_1557,ngm_1642,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3397,1438,one-to-one,dn_1557,ngm_1642,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3398,1438,one-to-one,dn_1557,ngm_1642,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3399,1439,one-to-one,dn_1558,ngm_1643,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3400,1439,one-to-one,dn_1558,ngm_1643,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3401,1440,one-to-one,dn_1559,ngm_1644,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3402,1442,one-to-one,dn_1561,ngm_1646,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3403,1443,one-to-one,dn_1562,ngm_1647,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3404,1444,one-to-one,dn_1563,ngm_1648,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3405,1444,one-to-one,dn_1563,ngm_1648,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
3406,1445,one-to-many,dn_1564,ngm_1649 ngm_1650,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nmod,nmod,explicit_full,
3407,1445,one-to-many,dn_1564,ngm_1649 ngm_1650,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
3408,1445,one-to-many,dn_1564,ngm_1649 ngm_1650,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
3409,1445,one-to-many,dn_1564,ngm_1649 ngm_1650,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,nsubj,explicit_ref_only,
3410,1445,one-to-many,dn_1564,ngm_1649 ngm_1650,Giorgio Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3411,1446,one-to-one,dn_1565,ngm_1651,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.380969006635926
3412,1446,one-to-one,dn_1565,ngm_1651,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
3413,1446,one-to-one,dn_1565,ngm_1651,pavers,pavers,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
3414,1447,one-to-one,dn_1566,ngm_1652,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
3415,1448,one-to-one,dn_1567,ngm_1653,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3416,1448,one-to-one,dn_1567,ngm_1653,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3417,1450,one-to-one,dn_1569,ngm_1655,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3418,1450,one-to-one,dn_1569,ngm_1655,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3419,1450,one-to-one,dn_1569,ngm_1655,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3420,1450,one-to-one,dn_1569,ngm_1655,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3421,1450,one-to-one,dn_1569,ngm_1655,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3422,1451,one-to-one,dn_1570,ngm_1656,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3423,1452,one-to-one,dn_1571,ngm_1657,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3424,1453,one-to-one,dn_1572,ngm_1658,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
3425,1453,one-to-one,dn_1572,ngm_1658,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3426,1454,one-to-one,dn_1573,ngm_1659,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3427,1454,one-to-one,dn_1573,ngm_1659,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3428,1455,one-to-one,dn_1574,ngm_1660,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3429,1456,one-to-one,dn_1575,ngm_1661,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3430,1456,one-to-one,dn_1575,ngm_1661,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3431,1456,one-to-one,dn_1575,ngm_1661,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3432,1457,one-to-one,dn_1576,ngm_1662,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3433,1458,one-to-one,dn_1577,ngm_1663,AlfonsoExili,AlfonsoExili,PROPN,NOUN,obj,nsubj,explicit_ref_only,
3434,1458,one-to-one,dn_1577,ngm_1663,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3435,1458,one-to-one,dn_1577,ngm_1663,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3436,1458,one-to-one,dn_1577,ngm_1663,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3437,1459,one-to-one,dn_1578,ngm_1664,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3438,1459,one-to-one,dn_1578,ngm_1664,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3439,1459,one-to-one,dn_1578,ngm_1664,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3440,1460,one-to-one,dn_1579,ngm_1665,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3441,1460,one-to-one,dn_1579,ngm_1665,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3442,1461,one-to-one,dn_1580,ngm_1666,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3443,1461,one-to-one,dn_1580,ngm_1666,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3444,1462,one-to-one,dn_1581,ngm_1667,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
3445,1462,one-to-one,dn_1581,ngm_1667,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3446,1463,one-to-one,dn_1582,ngm_1668,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3447,1463,one-to-one,dn_1582,ngm_1668,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3448,1463,one-to-one,dn_1582,ngm_1668,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3449,1463,one-to-one,dn_1582,ngm_1668,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3450,1463,one-to-one,dn_1582,ngm_1668,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3451,1464,one-to-many,dn_1583,ngm_1669 ngm_1670,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3452,1464,one-to-many,dn_1583,ngm_1669 ngm_1670,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3453,1464,one-to-many,dn_1583,ngm_1669 ngm_1670,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3454,1464,one-to-many,dn_1583,ngm_1669 ngm_1670,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3455,1465,one-to-one,dn_1584,ngm_1671,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3456,1465,one-to-one,dn_1584,ngm_1671,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3457,1465,one-to-one,dn_1584,ngm_1671,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3458,1465,one-to-one,dn_1584,ngm_1671,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3459,1465,one-to-one,dn_1584,ngm_1671,Ippolita,Ippolita,PROPN,PROPN,obj,nmod,explicit_ref_pos,
3460,1465,one-to-one,dn_1584,ngm_1671,Ippolita,Ippolita,PRON,DET,obj,nmod,explicit_ref_only,
3461,1466,one-to-one,dn_1585,ngm_1672,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3462,1467,one-to-one,dn_1586,ngm_1673,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3463,1467,one-to-one,dn_1586,ngm_1673,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3464,1468,one-to-one,dn_1587,ngm_1674,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3465,1468,one-to-one,dn_1587,ngm_1674,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
3466,1469,one-to-one,dn_1588,ngm_1675,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3467,1471,one-to-many,dn_1590,ngm_1677 ngm_1678,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3468,1471,one-to-many,dn_1590,ngm_1677 ngm_1678,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3469,1471,one-to-many,dn_1590,ngm_1677 ngm_1678,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
3470,1472,one-to-one,dn_1591,ngm_1679,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3471,1473,one-to-one,dn_1592,ngm_1680,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3472,1474,one-to-one,dn_1593,ngm_1681,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3473,1475,one-to-many,dn_1594,ngm_1682 ngm_1683,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
3474,1475,one-to-many,dn_1594,ngm_1682 ngm_1683,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3475,1475,one-to-many,dn_1594,ngm_1682 ngm_1683,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3476,1476,one-to-one,dn_1595,ngm_1684,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3477,1477,one-to-one,dn_1596,ngm_1685,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3478,1478,one-to-one,dn_1597,ngm_1686,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3479,1478,one-to-one,dn_1597,ngm_1686,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3480,1478,one-to-one,dn_1597,ngm_1686,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3481,1479,one-to-one,dn_1598,ngm_1687,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3482,1479,one-to-one,dn_1598,ngm_1687,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3483,1479,one-to-one,dn_1598,ngm_1687,MISSING,Ippolita,MISSING,PRON,MISSING,obj,leftover_target,
3484,1480,one-to-one,dn_1599,ngm_1688,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3485,1480,one-to-one,dn_1599,ngm_1688,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3486,1480,one-to-one,dn_1599,ngm_1688,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3487,1480,one-to-one,dn_1599,ngm_1688,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3488,1480,one-to-one,dn_1599,ngm_1688,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3489,1480,one-to-one,dn_1599,ngm_1688,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3490,1481,one-to-one,dn_1600,ngm_1689,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3491,1481,one-to-one,dn_1600,ngm_1689,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3492,1481,one-to-one,dn_1600,ngm_1689,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3493,1482,one-to-one,dn_1601,ngm_1690,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3494,1482,one-to-one,dn_1601,ngm_1690,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
3495,1483,one-to-one,dn_1602,ngm_1691,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3496,1483,one-to-one,dn_1602,ngm_1691,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3497,1483,one-to-one,dn_1602,ngm_1691,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
3498,1484,one-to-one,dn_1603,ngm_1692,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3499,1484,one-to-one,dn_1603,ngm_1692,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3500,1485,many-to-one,dn_1604 dn_1605,ngm_1693,Giorgio,Giorgio,NOUN,NOUN,nmod,nmod,explicit_full,
3501,1485,many-to-one,dn_1604 dn_1605,ngm_1693,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
3502,1485,many-to-one,dn_1604 dn_1605,ngm_1693,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3503,1485,many-to-one,dn_1604 dn_1605,ngm_1693,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3504,1485,many-to-one,dn_1604 dn_1605,ngm_1693,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.47582536328768815
3505,1485,many-to-one,dn_1604 dn_1605,ngm_1693,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3506,1485,many-to-one,dn_1604 dn_1605,ngm_1693,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3507,1486,one-to-one,dn_1606,ngm_1694,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3508,1486,one-to-one,dn_1606,ngm_1694,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3509,1487,one-to-one,dn_1607,ngm_1695,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3510,1487,one-to-one,dn_1607,ngm_1695,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
3511,1488,one-to-one,dn_1608,ngm_1696,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3512,1489,one-to-one,dn_1609,ngm_1697,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3513,1489,one-to-one,dn_1609,ngm_1697,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3514,1490,one-to-one,dn_1610,ngm_1698,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3515,1491,one-to-many,dn_1611,ngm_1699 ngm_1700,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.21539322549250067
3516,1491,one-to-many,dn_1611,ngm_1699 ngm_1700,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20273055589780575
3517,1491,one-to-many,dn_1611,ngm_1699 ngm_1700,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3518,1492,one-to-one,dn_1612,ngm_1701,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3519,1492,one-to-one,dn_1612,ngm_1701,Ippolita,Ippolita,PRON,PRON,nsubj,obj,explicit_ref_pos,
3520,1493,one-to-one,dn_1613,ngm_1702,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3521,1494,one-to-one,dn_1614,ngm_1703,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3522,1495,one-to-one,dn_1615,ngm_1704,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3523,1496,one-to-one,dn_1616,ngm_1705,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3524,1496,one-to-one,dn_1616,ngm_1705,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3525,1497,one-to-one,dn_1617,ngm_1706,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3526,1497,one-to-one,dn_1617,ngm_1706,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
3527,1497,one-to-one,dn_1617,ngm_1706,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3528,1498,one-to-one,dn_1618,ngm_1707,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3529,1499,one-to-one,dn_1619,ngm_1708,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
3530,1499,one-to-one,dn_1619,ngm_1708,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3531,1500,one-to-one,dn_1620,ngm_1709,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3532,1501,one-to-one,dn_1621,ngm_1710,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
3533,1502,one-to-one,dn_1622,ngm_1711,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3534,1502,one-to-one,dn_1622,ngm_1711,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3535,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3536,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3537,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3538,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3539,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.385985870606544
3540,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3541,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3542,1503,one-to-many,dn_1623,ngm_1712 ngm_1713,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3543,1505,one-to-many,dn_1625,ngm_1715 ngm_1716,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3544,1507,one-to-one,dn_1627,ngm_1718,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3545,1508,one-to-one,dn_1628,ngm_1719,Giorgio,Giorgio,PROPN,PROPN,obj,obj,explicit_full,
3546,1508,one-to-one,dn_1628,ngm_1719,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3547,1510,one-to-one,dn_1630,ngm_1721,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3548,1511,one-to-one,dn_1631,ngm_1722,Pancrazio,Pancrazio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3549,1512,one-to-one,dn_1632,ngm_1723,Giorgio,Giorgio,PROPN,PROPN,obj,nmod,explicit_ref_pos,
3550,1512,one-to-one,dn_1632,ngm_1723,Pancrazio,Pancrazio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3551,1513,one-to-one,dn_1633,ngm_1724,Giorgio,MISSING,NOUN,MISSING,nmod,MISSING,leftover_source,
3552,1513,one-to-one,dn_1633,ngm_1724,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
